Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn02055,2,0,2,1,meal plan 1,0,room_type 1,42,online,0,0,0,97.02,1,not_canceled,2018-10-02
inn02056,2,0,0,2,not selected,0,room_type 1,53,online,0,0,0,81.0,1,not_canceled,2017-12-29
inn02057,2,0,2,3,meal plan 1,0,room_type 4,42,online,0,0,0,140.58,0,not_canceled,2018-08-25
inn02058,2,0,2,0,meal plan 2,0,room_type 1,386,online,0,0,0,115.0,1,canceled,2018-10-23
inn02059,3,0,2,2,meal plan 1,1,room_type 4,44,online,0,0,0,134.93,1,not_canceled,2018-03-20
inn02060,3,0,1,3,meal plan 1,0,room_type 4,88,online,0,0,0,151.2,0,canceled,2018-10-10
inn02061,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,103.32,1,not_canceled,2018-07-23
inn02062,1,0,0,1,meal plan 1,0,room_type 1,6,offline,0,0,0,77.0,0,not_canceled,2017-09-24
inn02063,2,0,1,2,not selected,0,room_type 1,66,online,0,0,0,87.3,1,not_canceled,2018-09-02
inn02064,2,0,2,1,meal plan 1,0,room_type 1,26,offline,0,0,0,95.0,0,not_canceled,2018-06-11
inn02065,2,0,0,2,meal plan 2,0,room_type 1,257,online,0,0,0,101.5,0,canceled,2017-07-01
inn02066,2,0,1,4,meal plan 1,0,room_type 1,32,online,0,0,0,97.92,2,not_canceled,2017-10-05
inn02067,2,0,0,1,meal plan 1,0,room_type 1,23,online,0,0,0,104.0,0,not_canceled,2018-12-16
inn02068,2,0,1,1,meal plan 1,0,room_type 1,33,corporate,0,0,0,64.0,0,not_canceled,2018-01-25
inn02069,2,0,1,3,meal plan 1,0,room_type 1,164,online,0,0,0,99.45,0,canceled,2018-05-02
inn02070,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,120.0,0,not_canceled,2018-06-03
inn02071,1,0,2,1,not selected,0,room_type 1,10,online,0,0,0,112.33,1,canceled,2018-06-26
inn02072,2,0,1,3,meal plan 1,0,room_type 1,124,online,0,0,0,87.55,0,canceled,2018-04-14
inn02073,1,0,0,2,not selected,0,room_type 1,138,online,0,0,0,79.2,1,not_canceled,2018-11-25
inn02074,2,0,1,1,meal plan 1,0,room_type 1,72,online,0,0,0,95.4,0,canceled,2018-11-12
inn02075,2,0,2,5,not selected,0,room_type 1,36,online,0,0,0,71.1,0,canceled,2018-03-08
inn02076,2,0,0,3,not selected,0,room_type 1,203,online,0,0,0,116.1,0,canceled,2018-09-27
inn02077,2,1,1,3,meal plan 1,0,room_type 1,12,online,0,0,0,129.25,2,not_canceled,2018-10-31
inn02078,2,0,1,1,not selected,0,room_type 1,22,online,0,0,0,129.0,0,canceled,2018-03-21
inn02079,2,0,1,1,meal plan 1,0,room_type 1,190,offline,0,0,0,70.0,1,not_canceled,2018-04-09
inn02080,2,2,0,4,meal plan 1,0,room_type 5,111,online,0,0,0,122.1,1,not_canceled,2018-05-04
inn02081,2,0,0,2,meal plan 1,0,room_type 1,12,online,0,0,0,80.85,2,not_canceled,2017-09-09
inn02082,2,0,0,3,not selected,0,room_type 1,44,online,0,0,0,71.1,1,not_canceled,2018-03-09
inn02084,2,0,2,5,meal plan 1,0,room_type 1,0,online,1,0,1,41.84,1,not_canceled,2018-01-10
inn02085,2,2,1,1,meal plan 1,0,room_type 2,249,online,0,0,0,86.62,1,canceled,2018-08-27
inn02086,2,0,1,1,not selected,0,room_type 1,25,online,0,0,0,88.0,0,not_canceled,2018-11-14
inn02087,2,0,1,3,meal plan 2,0,room_type 4,143,offline,0,0,0,112.45,0,not_canceled,2018-08-25
inn02088,2,0,0,3,meal plan 1,0,room_type 1,259,online,0,0,0,90.0,0,canceled,2018-05-05
inn02089,2,0,0,0,meal plan 1,0,room_type 1,12,online,0,0,0,0.0,1,not_canceled,2018-08-16
inn02090,2,0,0,1,meal plan 1,0,room_type 1,1,online,0,0,0,135.0,1,not_canceled,2017-12-31
inn02091,2,0,1,3,meal plan 1,0,room_type 1,35,online,0,0,0,110.16,0,not_canceled,2018-09-05
inn02092,2,0,0,5,meal plan 1,0,room_type 1,140,offline,0,0,0,70.0,0,not_canceled,2017-12-29
inn02093,2,0,1,0,meal plan 1,0,room_type 1,2,online,0,0,0,131.0,0,not_canceled,2018-05-30
inn02094,2,0,0,3,meal plan 1,0,room_type 1,76,online,0,0,0,76.5,1,canceled,2017-07-07
inn02095,1,0,0,3,not selected,0,room_type 1,110,online,0,0,0,85.87,1,not_canceled,2018-11-02
inn02096,2,0,1,4,meal plan 2,0,room_type 1,26,offline,0,0,0,133.8,0,not_canceled,2018-04-18
inn02097,2,0,1,0,not selected,0,room_type 1,57,online,0,0,0,84.6,0,not_canceled,2018-07-18
inn02098,2,0,2,1,meal plan 1,0,room_type 1,87,offline,0,0,0,80.75,1,not_canceled,2018-10-23
inn02099,2,0,2,1,meal plan 1,0,room_type 1,145,offline,0,0,0,65.0,0,not_canceled,2018-01-03
inn02100,1,1,1,3,not selected,0,room_type 1,92,online,0,0,0,81.95,1,not_canceled,2018-06-20
inn02101,2,0,2,1,meal plan 1,0,room_type 1,216,online,0,0,0,96.3,2,not_canceled,2018-08-27
inn02102,2,0,0,1,meal plan 1,1,room_type 1,1,corporate,0,0,0,91.0,0,not_canceled,2018-02-19
inn02103,1,0,1,0,meal plan 1,0,room_type 1,6,corporate,0,0,0,65.0,0,not_canceled,2017-10-12
inn02104,2,0,2,5,not selected,0,room_type 1,152,online,0,0,0,91.93,0,canceled,2018-08-20
inn02105,1,0,2,1,meal plan 1,0,room_type 1,4,online,0,0,0,130.4,0,canceled,2018-09-18
inn02106,2,0,0,3,meal plan 1,0,room_type 1,433,online,0,0,0,70.0,0,canceled,2018-09-08
inn02107,2,0,0,3,meal plan 1,0,room_type 1,213,online,0,0,0,130.0,0,canceled,2018-06-07
inn02108,2,1,1,2,meal plan 1,0,room_type 6,64,online,0,0,0,162.4,1,not_canceled,2018-11-18
inn02109,2,0,2,5,meal plan 1,0,room_type 1,83,online,0,0,0,76.5,1,canceled,2017-07-06
inn02110,2,0,0,4,meal plan 1,0,room_type 1,40,offline,0,0,0,75.0,1,not_canceled,2018-11-02
inn02111,2,0,1,0,meal plan 1,0,room_type 2,198,online,0,0,0,86.75,0,canceled,2018-07-17
inn02112,2,0,2,3,meal plan 1,0,room_type 4,86,online,0,0,0,82.45,0,canceled,2018-08-04
inn02113,2,0,1,3,meal plan 1,0,room_type 4,115,offline,0,0,0,90.95,1,not_canceled,2018-05-02
inn02114,2,0,0,2,meal plan 2,0,room_type 1,265,online,0,0,0,115.0,1,canceled,2018-06-24
inn02115,2,0,0,1,meal plan 2,0,room_type 1,40,offline,0,0,0,125.0,1,not_canceled,2018-07-26
inn02116,2,0,0,3,meal plan 2,0,room_type 1,90,offline,0,0,0,102.25,1,not_canceled,2018-07-13
inn02117,2,0,0,3,meal plan 1,0,room_type 1,113,online,0,0,0,129.6,0,canceled,2018-09-14
inn02118,2,0,2,1,meal plan 1,0,room_type 1,46,offline,0,0,0,75.0,0,not_canceled,2018-10-30
inn02119,2,0,0,2,not selected,0,room_type 1,53,online,0,0,0,79.2,2,not_canceled,2018-11-11
inn02120,2,0,1,2,meal plan 1,0,room_type 1,10,online,0,0,0,90.0,2,not_canceled,2017-08-24
inn02121,1,0,2,1,meal plan 2,0,room_type 1,138,offline,0,0,0,72.5,0,not_canceled,2017-08-22
inn02122,2,0,2,1,meal plan 1,0,room_type 1,153,online,0,0,0,90.0,1,not_canceled,2018-12-10
inn02123,2,0,1,2,meal plan 1,1,room_type 1,43,online,0,0,0,88.5,1,not_canceled,2018-02-26
inn02124,2,0,0,3,meal plan 1,0,room_type 1,213,online,0,0,0,130.0,0,canceled,2018-06-07
inn02125,2,1,1,4,meal plan 1,0,room_type 1,35,online,0,0,0,127.62,0,canceled,2018-08-29
inn02126,2,0,1,2,not selected,0,room_type 2,112,online,0,0,0,58.9,0,not_canceled,2018-03-21
inn02127,2,0,0,1,meal plan 2,0,room_type 4,46,offline,0,0,0,118.8,0,not_canceled,2017-10-10
inn02128,1,0,1,2,meal plan 1,0,room_type 1,64,online,0,0,0,96.0,3,not_canceled,2018-11-18
inn02129,1,0,0,1,meal plan 1,0,room_type 1,5,corporate,1,2,19,66.0,1,not_canceled,2018-02-10
inn02130,2,0,0,4,not selected,0,room_type 1,18,online,0,0,0,79.0,1,canceled,2018-02-24
inn02131,2,0,1,3,meal plan 1,0,room_type 4,69,online,0,0,0,110.08,1,not_canceled,2018-04-18
inn02132,1,0,0,1,meal plan 1,0,room_type 1,6,corporate,1,1,3,65.0,1,not_canceled,2018-11-24
inn02133,1,0,0,1,meal plan 1,0,room_type 1,8,corporate,1,1,17,65.0,1,not_canceled,2018-07-28
inn02134,2,0,0,3,not selected,0,room_type 1,1,online,0,0,0,109.85,0,not_canceled,2017-09-29
inn02135,2,0,1,3,meal plan 1,0,room_type 1,47,online,0,0,0,103.05,2,not_canceled,2017-10-01
inn02136,2,0,1,2,meal plan 1,0,room_type 1,87,online,0,0,0,89.25,1,not_canceled,2017-09-18
inn02137,2,0,2,2,meal plan 2,0,room_type 1,169,online,0,0,0,106.0,0,canceled,2018-04-22
inn02138,2,0,0,2,not selected,0,room_type 1,54,online,0,0,0,83.7,2,not_canceled,2018-11-11
inn02139,3,0,1,2,meal plan 1,0,room_type 4,18,online,0,0,0,191.0,0,not_canceled,2018-08-15
inn02140,1,0,0,3,meal plan 1,0,room_type 5,36,online,0,0,0,110.8,0,canceled,2018-06-29
inn02141,2,0,1,3,meal plan 2,0,room_type 1,11,online,0,0,0,138.0,0,canceled,2018-03-03
inn02142,2,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,109.0,0,not_canceled,2017-09-18
inn02143,2,0,2,2,meal plan 1,0,room_type 1,99,online,0,0,0,65.0,0,canceled,2017-10-30
inn02144,2,0,0,2,meal plan 1,0,room_type 1,211,online,0,0,0,100.0,0,canceled,2018-05-20
inn02145,2,0,2,1,meal plan 1,0,room_type 1,6,offline,0,0,0,65.0,0,not_canceled,2017-10-10
inn02146,1,0,0,2,meal plan 1,0,room_type 1,39,online,0,0,0,77.5,1,not_canceled,2018-03-04
inn02147,1,0,2,0,meal plan 1,0,room_type 1,5,corporate,1,0,2,66.0,0,not_canceled,2018-02-28
inn02148,2,0,1,1,meal plan 2,0,room_type 1,301,online,0,0,0,115.0,1,canceled,2018-07-30
inn02149,2,0,1,3,meal plan 2,0,room_type 1,228,online,0,0,0,123.25,3,not_canceled,2018-10-20
inn02150,3,0,1,1,meal plan 1,0,room_type 4,212,online,0,0,0,128.7,0,canceled,2018-10-17
inn02151,1,0,0,5,meal plan 1,0,room_type 1,230,online,0,0,0,111.0,0,canceled,2018-09-06
inn02153,2,0,2,5,meal plan 1,0,room_type 4,197,offline,0,0,0,82.45,2,not_canceled,2018-08-16
inn02154,2,0,1,2,meal plan 1,0,room_type 1,66,offline,0,0,0,75.0,0,not_canceled,2017-10-09
inn02155,2,0,0,3,meal plan 1,0,room_type 2,246,online,0,0,0,81.77,1,canceled,2018-09-08
inn02156,2,0,2,0,meal plan 1,0,room_type 1,0,online,0,0,0,126.0,0,not_canceled,2017-10-04
inn02157,3,0,0,3,meal plan 1,0,room_type 4,13,online,0,0,0,154.0,0,not_canceled,2018-12-06
inn02158,3,0,2,1,meal plan 1,0,room_type 4,172,online,0,0,0,107.1,1,canceled,2018-08-21
inn02159,2,0,2,2,meal plan 1,0,room_type 6,10,online,0,0,0,156.0,1,canceled,2017-08-29
inn02160,2,1,1,3,meal plan 1,0,room_type 1,235,online,0,0,0,106.25,0,canceled,2018-10-27
inn02161,2,0,0,3,meal plan 1,0,room_type 4,60,online,0,0,0,87.3,1,canceled,2018-03-03
inn02162,2,0,0,3,meal plan 1,0,room_type 1,143,offline,0,0,0,100.0,0,not_canceled,2018-08-25
inn02163,2,0,2,2,meal plan 1,0,room_type 1,105,online,0,0,0,119.85,0,canceled,2018-05-22
inn02164,2,0,2,2,meal plan 1,0,room_type 1,98,online,0,0,0,86.7,1,canceled,2018-04-09
inn02165,2,0,0,1,meal plan 1,0,room_type 4,16,offline,0,0,0,107.0,0,not_canceled,2018-05-25
inn02166,2,0,2,2,meal plan 1,0,room_type 4,8,online,0,0,0,136.0,2,not_canceled,2017-10-18
inn02167,1,0,2,2,meal plan 1,0,room_type 4,8,online,0,0,0,130.48,0,canceled,2018-05-28
inn02168,1,0,0,1,meal plan 1,0,room_type 1,55,corporate,0,0,0,79.0,0,not_canceled,2018-07-07
inn02169,2,0,1,2,meal plan 1,0,room_type 1,207,offline,0,0,0,95.0,0,not_canceled,2018-12-30
inn02170,2,0,1,2,meal plan 1,0,room_type 1,305,online,0,0,0,89.0,0,canceled,2018-11-04
inn02171,2,0,1,3,meal plan 1,0,room_type 1,83,offline,0,0,0,80.75,0,not_canceled,2018-05-02
inn02172,2,0,0,3,meal plan 1,0,room_type 1,56,online,0,0,0,93.6,1,canceled,2018-11-23
inn02173,2,0,0,3,meal plan 1,0,room_type 4,59,offline,0,0,0,60.0,0,not_canceled,2017-11-19
inn02174,2,0,0,2,meal plan 1,0,room_type 4,65,online,0,0,0,149.4,1,not_canceled,2018-09-09
inn02175,1,2,1,2,meal plan 1,0,room_type 6,59,online,0,0,0,171.72,0,canceled,2018-10-07
inn02176,2,0,0,1,meal plan 1,0,room_type 1,39,offline,0,0,0,65.0,1,not_canceled,2018-12-27
inn02177,2,0,1,1,meal plan 1,0,room_type 1,6,online,0,0,0,61.0,1,not_canceled,2018-04-04
inn02178,2,0,0,2,meal plan 2,0,room_type 4,63,online,0,0,0,174.6,1,not_canceled,2018-08-30
inn02179,2,0,1,0,meal plan 1,0,room_type 1,3,online,0,0,0,121.0,1,not_canceled,2018-08-07
inn02180,2,0,0,3,meal plan 1,0,room_type 4,106,offline,0,0,0,82.45,1,not_canceled,2018-07-27
inn02181,2,0,0,3,meal plan 2,0,room_type 1,27,online,0,0,0,142.0,1,not_canceled,2018-12-06
inn02182,2,0,2,1,meal plan 1,0,room_type 1,10,offline,0,0,0,85.0,0,not_canceled,2018-10-02
inn02183,2,0,2,5,meal plan 1,0,room_type 2,108,online,0,0,0,74.89,0,not_canceled,2018-04-02
inn02184,2,0,1,0,not selected,1,room_type 1,14,online,0,0,0,90.0,1,not_canceled,2018-02-08
inn02185,2,0,0,1,meal plan 1,0,room_type 4,31,online,0,0,0,157.5,3,not_canceled,2018-10-07
inn02186,2,0,0,2,meal plan 2,0,room_type 4,80,offline,0,0,0,136.0,0,not_canceled,2017-10-09
inn02187,2,0,0,1,meal plan 1,0,room_type 1,36,offline,0,0,0,85.0,1,not_canceled,2017-09-18
inn02188,2,0,2,4,meal plan 1,0,room_type 1,122,online,0,0,0,98.03,0,not_canceled,2018-06-30
inn02189,2,0,1,3,not selected,0,room_type 1,137,online,0,0,0,80.75,1,not_canceled,2018-04-18
inn02190,2,1,0,4,meal plan 1,0,room_type 1,0,online,0,0,0,112.0,1,not_canceled,2018-02-23
inn02191,3,0,2,3,meal plan 2,0,room_type 4,35,online,0,0,0,219.6,0,canceled,2018-08-19
inn02192,3,0,0,1,meal plan 1,0,room_type 4,63,online,0,0,0,137.7,2,not_canceled,2018-07-28
inn02193,1,0,0,1,meal plan 1,0,room_type 1,0,corporate,0,0,0,80.0,0,not_canceled,2018-02-19
inn02194,2,1,2,1,meal plan 1,0,room_type 1,173,online,0,0,0,143.1,0,canceled,2018-09-10
inn02195,1,0,0,1,meal plan 1,1,room_type 1,2,corporate,1,0,6,67.0,0,not_canceled,2018-04-20
inn02196,2,0,1,2,meal plan 1,0,room_type 1,66,online,0,0,0,75.0,0,canceled,2017-10-09
inn02197,2,0,2,3,not selected,0,room_type 1,90,online,0,0,0,74.8,1,not_canceled,2018-12-24
inn02198,3,0,2,3,meal plan 1,0,room_type 4,49,online,0,0,0,168.3,1,canceled,2018-08-20
inn02199,2,0,1,1,meal plan 1,1,room_type 2,268,online,0,0,0,105.25,1,canceled,2018-08-06
inn02200,2,2,0,3,meal plan 1,0,room_type 6,50,online,0,0,0,181.8,0,not_canceled,2018-08-30
inn02201,1,0,0,2,meal plan 2,0,room_type 1,63,offline,0,0,0,80.5,0,not_canceled,2017-09-04
inn02203,1,0,1,1,meal plan 1,0,room_type 1,91,online,0,0,0,113.4,2,not_canceled,2018-10-03
inn02204,2,0,2,2,not selected,0,room_type 1,166,online,0,0,0,102.6,2,canceled,2018-09-30
inn02205,2,0,0,3,not selected,0,room_type 1,75,online,0,0,0,79.2,3,not_canceled,2018-11-17
inn02206,2,0,1,2,meal plan 1,0,room_type 1,0,online,0,0,0,101.0,1,not_canceled,2018-04-15
inn02207,1,0,0,1,meal plan 1,0,room_type 2,0,complementary,0,0,0,0.0,0,not_canceled,2018-09-01
inn02208,2,0,0,5,meal plan 2,0,room_type 1,230,online,0,0,0,137.0,0,canceled,2018-09-06
inn02209,2,0,1,0,not selected,0,room_type 1,35,online,0,0,0,86.4,2,not_canceled,2017-09-14
inn02210,2,0,1,0,meal plan 1,0,room_type 1,166,online,0,0,0,96.3,1,not_canceled,2018-06-26
inn02211,2,0,1,1,not selected,0,room_type 1,105,online,0,0,0,107.1,1,not_canceled,2018-08-06
inn02212,1,0,1,2,meal plan 1,0,room_type 1,19,online,0,0,0,126.0,0,not_canceled,2017-10-12
inn02213,2,0,0,3,not selected,0,room_type 1,33,online,0,0,0,71.1,1,not_canceled,2018-03-15
inn02214,2,1,2,4,meal plan 1,0,room_type 1,76,online,0,0,0,135.0,1,canceled,2018-10-12
inn02215,2,0,2,2,meal plan 1,0,room_type 1,121,online,0,0,0,129.6,1,not_canceled,2018-09-24
inn02216,2,0,0,1,meal plan 2,0,room_type 1,40,offline,0,0,0,125.0,1,not_canceled,2018-07-26
inn02217,3,0,1,1,meal plan 1,0,room_type 1,145,online,0,0,0,142.2,1,not_canceled,2018-07-23
inn02218,2,0,1,1,meal plan 1,1,room_type 1,17,online,0,0,0,149.0,3,not_canceled,2018-10-29
inn02219,2,0,2,2,meal plan 1,0,room_type 1,133,online,0,0,0,99.66,2,not_canceled,2018-05-29
inn02220,2,2,1,2,meal plan 1,0,room_type 2,18,online,0,0,0,145.0,1,not_canceled,2018-09-09
inn02221,1,0,0,1,meal plan 1,0,room_type 1,22,online,0,0,0,135.0,0,canceled,2018-03-22
inn02222,2,0,2,2,meal plan 1,0,room_type 1,32,online,0,0,0,92.83,1,not_canceled,2018-05-08
inn02223,2,0,0,2,meal plan 1,0,room_type 1,177,online,0,0,0,100.0,0,canceled,2018-06-03
inn02224,2,0,2,2,meal plan 1,0,room_type 4,34,online,0,0,0,153.0,2,not_canceled,2018-10-07
inn02225,2,0,1,4,meal plan 1,0,room_type 1,168,online,0,0,0,99.45,0,canceled,2018-08-01
inn02226,1,0,0,2,meal plan 1,0,room_type 1,40,online,0,0,0,87.32,1,not_canceled,2018-06-29
inn02227,2,0,2,1,not selected,0,room_type 1,15,online,0,0,0,84.33,0,not_canceled,2018-03-05
inn02228,2,0,2,3,meal plan 1,0,room_type 1,170,offline,0,0,0,78.0,0,not_canceled,2018-04-08
inn02229,2,1,1,2,meal plan 1,0,room_type 1,49,online,0,0,0,152.1,0,canceled,2018-08-15
inn02230,2,0,0,4,meal plan 1,0,room_type 1,65,offline,0,0,0,80.75,0,not_canceled,2018-04-27
inn02231,1,0,0,2,not selected,0,room_type 1,5,online,0,0,0,140.0,2,not_canceled,2018-11-04
inn02232,2,0,0,1,meal plan 1,0,room_type 1,6,corporate,0,0,0,179.38,0,not_canceled,2018-11-09
inn02233,2,0,2,1,meal plan 1,0,room_type 4,126,online,0,0,0,114.3,0,not_canceled,2018-05-07
inn02234,2,0,2,0,meal plan 1,0,room_type 4,29,online,0,0,0,100.7,0,canceled,2018-03-06
inn02235,2,0,0,2,not selected,0,room_type 1,9,online,0,0,0,81.0,1,not_canceled,2018-02-12
inn02236,2,0,2,1,meal plan 1,0,room_type 4,15,online,0,0,0,117.0,1,not_canceled,2017-10-31
inn02237,2,0,0,1,meal plan 1,0,room_type 1,3,online,0,0,0,140.0,3,not_canceled,2018-08-20
inn02239,2,0,0,1,meal plan 1,0,room_type 1,158,online,0,0,0,126.9,1,canceled,2018-09-16
inn02240,2,0,2,5,meal plan 1,0,room_type 4,4,online,0,0,0,97.75,1,not_canceled,2018-12-02
inn02241,2,0,2,1,not selected,0,room_type 1,62,online,0,0,0,79.2,1,not_canceled,2018-12-24
inn02242,1,0,0,4,meal plan 1,0,room_type 4,0,online,0,0,0,159.75,1,not_canceled,2017-10-07
inn02243,1,0,0,1,meal plan 1,0,room_type 1,14,offline,0,0,0,99.0,0,not_canceled,2018-11-10
inn02244,2,0,0,2,meal plan 1,0,room_type 1,23,online,0,0,0,98.4,2,not_canceled,2017-10-16
inn02245,1,0,0,2,meal plan 1,0,room_type 1,172,online,0,0,0,95.0,0,canceled,2018-06-24
inn02246,2,0,0,1,meal plan 1,0,room_type 1,71,online,0,0,0,126.9,0,canceled,2018-06-09
inn02247,2,0,2,1,meal plan 1,0,room_type 1,12,offline,0,0,0,87.0,1,not_canceled,2018-02-14
inn02248,2,0,2,5,meal plan 1,0,room_type 4,296,online,0,0,0,104.4,1,canceled,2018-07-24
inn02249,2,0,0,2,meal plan 2,0,room_type 1,56,offline,0,0,0,82.0,0,not_canceled,2017-09-17
inn02250,2,0,1,2,meal plan 1,0,room_type 1,40,online,0,0,0,73.9,1,not_canceled,2018-01-22
inn02251,2,0,0,1,not selected,0,room_type 1,1,online,0,0,0,79.0,1,not_canceled,2018-01-29
inn02252,1,0,0,2,meal plan 1,0,room_type 1,181,online,0,0,0,120.0,0,canceled,2018-10-11
inn02253,2,0,1,1,meal plan 2,0,room_type 1,247,online,0,0,0,115.0,1,canceled,2018-06-06
inn02254,2,0,1,1,meal plan 1,0,room_type 1,174,online,0,0,0,70.0,0,canceled,2017-10-10
inn02255,2,0,1,1,meal plan 2,0,room_type 1,88,offline,0,0,0,112.2,0,not_canceled,2017-10-05
inn02256,2,0,0,2,meal plan 2,0,room_type 1,256,online,0,0,0,115.0,1,canceled,2018-06-15
inn02258,1,0,1,0,meal plan 1,0,room_type 1,27,online,0,0,0,118.15,0,canceled,2018-09-19
inn02259,2,0,1,2,meal plan 1,0,room_type 1,40,offline,0,0,0,85.0,0,not_canceled,2018-10-24
inn02260,1,0,0,3,meal plan 1,0,room_type 1,71,offline,0,0,0,120.0,0,not_canceled,2018-06-14
inn02261,3,0,1,4,meal plan 1,0,room_type 4,57,online,0,0,0,131.58,1,canceled,2018-10-31
inn02262,2,0,0,2,meal plan 1,0,room_type 1,29,corporate,0,0,0,85.0,0,not_canceled,2018-12-02
inn02263,2,0,1,2,meal plan 1,0,room_type 1,1,offline,0,0,0,80.0,0,not_canceled,2017-11-27
inn02264,1,0,1,1,meal plan 1,0,room_type 1,1,online,0,0,0,130.0,1,not_canceled,2018-05-28
inn02265,2,0,0,1,meal plan 1,0,room_type 1,3,online,0,0,0,78.3,0,not_canceled,2018-01-08
inn02266,2,0,1,3,not selected,0,room_type 1,64,online,0,0,0,68.61,1,not_canceled,2018-06-20
inn02267,2,0,0,1,meal plan 1,0,room_type 4,75,online,0,0,0,127.8,1,not_canceled,2018-07-30
inn02268,2,0,1,3,not selected,0,room_type 1,127,online,0,0,0,53.25,0,not_canceled,2018-04-18
inn02269,2,0,2,4,meal plan 1,0,room_type 1,82,online,0,0,0,89.25,1,not_canceled,2017-09-19
inn02270,2,0,0,2,meal plan 2,0,room_type 1,256,online,0,0,0,115.0,1,canceled,2018-06-15
inn02271,2,0,1,0,meal plan 1,0,room_type 1,166,online,0,0,0,96.3,1,not_canceled,2018-06-26
inn02272,2,0,1,2,meal plan 1,0,room_type 1,91,offline,0,0,0,80.0,0,not_canceled,2018-09-30
inn02274,1,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,95.0,0,not_canceled,2018-06-24
inn02275,2,0,2,1,not selected,0,room_type 1,55,online,0,0,0,95.1,1,not_canceled,2018-06-26
inn02276,2,0,0,1,not selected,0,room_type 1,2,online,0,0,0,81.0,1,not_canceled,2018-02-06
inn02277,3,0,0,2,meal plan 1,0,room_type 4,9,online,0,0,0,127.0,1,not_canceled,2018-02-12
inn02278,2,0,1,0,meal plan 1,0,room_type 1,69,online,0,0,0,68.72,1,not_canceled,2017-10-04
inn02279,2,0,1,0,not selected,0,room_type 1,2,online,0,0,0,119.0,1,not_canceled,2018-04-25
inn02280,2,0,0,1,meal plan 1,0,room_type 1,443,online,0,0,0,65.0,0,canceled,2018-04-29
inn02281,1,0,0,3,meal plan 1,0,room_type 1,166,online,0,0,0,110.0,0,canceled,2018-11-01
inn02282,2,0,1,2,meal plan 2,0,room_type 1,418,online,0,0,0,107.0,0,canceled,2018-09-26
inn02283,2,0,1,0,meal plan 1,0,room_type 5,151,online,0,0,0,200.0,0,canceled,2018-06-27
inn02284,2,0,0,5,meal plan 1,0,room_type 4,128,online,0,0,0,132.3,0,canceled,2018-10-11
inn02285,2,0,2,2,meal plan 1,0,room_type 1,134,offline,0,0,0,65.0,0,not_canceled,2017-12-04
inn02286,3,0,2,2,meal plan 1,0,room_type 1,56,online,0,0,0,130.05,0,canceled,2018-04-23
inn02287,2,0,2,3,not selected,0,room_type 1,294,online,0,0,0,70.55,2,canceled,2018-11-12
inn02288,2,0,2,2,meal plan 1,0,room_type 1,157,offline,0,0,0,80.75,2,not_canceled,2018-08-28
inn02289,2,0,1,3,meal plan 1,0,room_type 4,281,online,0,0,0,108.8,0,canceled,2018-10-03
inn02290,2,0,0,3,meal plan 1,0,room_type 4,14,online,0,0,0,126.0,0,canceled,2018-04-07
inn02291,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,109.0,0,not_canceled,2017-08-14
inn02292,3,0,0,3,meal plan 1,0,room_type 1,14,offline,0,0,0,118.0,1,not_canceled,2018-02-25
inn02293,2,0,1,1,meal plan 1,0,room_type 1,180,offline,0,0,0,100.0,1,not_canceled,2018-05-02
inn02294,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,114.0,2,not_canceled,2017-09-30
inn02295,2,0,0,2,not selected,0,room_type 1,54,online,0,0,0,79.2,0,canceled,2018-11-11
inn02296,2,0,1,0,meal plan 1,0,room_type 1,29,online,0,0,0,75.95,1,not_canceled,2018-01-04
inn02298,3,0,1,5,meal plan 1,1,room_type 4,110,online,0,0,0,148.2,1,not_canceled,2018-08-01
inn02299,2,0,0,3,meal plan 1,0,room_type 4,60,online,0,0,0,87.3,0,canceled,2018-03-10
inn02300,2,0,0,2,meal plan 1,0,room_type 1,317,online,0,0,0,120.0,0,canceled,2018-09-15
inn02301,2,0,2,2,not selected,0,room_type 1,161,online,0,0,0,91.38,0,canceled,2018-07-31
inn02302,2,0,2,1,meal plan 1,0,room_type 4,105,online,0,0,0,96.3,0,not_canceled,2018-04-17
inn02303,2,2,2,2,meal plan 1,0,room_type 6,159,online,0,0,0,149.6,0,not_canceled,2018-12-30
inn02304,1,0,0,2,meal plan 1,0,room_type 1,103,online,0,0,0,115.0,0,canceled,2018-04-19
inn02305,1,0,0,2,meal plan 1,0,room_type 1,172,online,0,0,0,95.0,0,canceled,2018-06-24
inn02306,2,0,2,2,meal plan 1,0,room_type 1,26,corporate,0,0,0,116.72,0,not_canceled,2018-09-03
inn02307,1,0,0,2,meal plan 1,0,room_type 1,6,corporate,1,0,1,65.0,1,not_canceled,2018-11-23
